title	author	publication_year	author_gender	century	id	number_of_sentences	number_of_words
O Banqueiro Anarquista	Fernando Pessoa	1922.0	Male	1900	15729	620.0	13139.0
O Barão de Pituaçu	Artur Azevedo	1871.0	Male	1800	7421	2159.0	20713.0
O Bispo Negro	Alexandre Herculano	1843.0	Male	1800	16522	193.0	4050.0
O Bobo	Alexandre Herculano	1843.0	Male	1800	5030	2653.0	61598.0
O Bote de rapé	Machado de Assis	1870.0	Male	1800	17454	166.0	1770.0
O Brasil anedótico	Humberto de Campos	1912.0	Male	1900	7542	2489.0	49030.0
O Cabeleira	Franklin Távora	1876.0	Male	1800	2073	2913.0	63980.0
O Califa da Rua do Sabão	Artur Azevedo	1896.0	Male	1800	2052	890.0	6975.0
O Cancioneiro Português da Vaticana	Teófilo Braga	1904.0	Male	1900	3741	572.0	17833.0
O Castelo da Faria	Alexandre Herculano	1836.0	Male	1800	7402	78.0	2143.0
O Caçador Doméstico	Afonso Henriques de Lima Barreto	1924.0	Male	1900	16824	31.0	738.0
O Caçador de Esmeraldas	Olavo Bilac	1906.0	Male	1900	17311	125.0	2686.0
O Cemitério dos Vivos	Afonso Henriques de Lima Barreto	1923.0	Male	1900	16825	2548.0	56365.0
O Chapéu	Artur Azevedo	1886.0	Male	1800	7478	47.0	1009.0
O Conde d'Abranhos	José Maria Eça de Queirós	1866.0	Male	1800	14020	2348.0	60462.0
O Coração e o Beijo	Auta de Sousa	1888.0	Female	1800	81945	15.0	199.0
O Cortiço	Aluísio Azevedo	1890.0	Male	1800	2018	5162.0	95426.0
O Coruja	Aluísio Azevedo	1886.0	Male	1800	7406	7154.0	129439.0
O Crime do Padre Amaro	José Maria Eça de Queirós	1875.0	Male	1800	2744	9302.0	168524.0
O Cuco	Artur Azevedo	1892.0	Male	1800	7479	26.0	603.0
O Cônego ou Metafísica do Estilo	Machado de Assis	1889.0	Male	1800	16959	115.0	2267.0
O D N A de Emanuel	Rilvan Batista de Santana	2007.0	Male	2000	121411	1786.0	38999.0
O Defunto	Thomaz Lopes	1862.0	Male	1800	17450	139.0	2481.0
O Demônio Familiar	José de Alencar	1857.0	Male	1800	7547	2182.0	23008.0
O Devanear do Céptico	Bernardo Guimarães	1889.0	Male	1800	2077	213.0	1825.0
O Dicionário	Machado de Assis	1880.0	Male	1800	1928	49.0	1371.0
O Diletante	Artur Azevedo	1884.0	Male	1800	2151	1596.0	16782.0
O Diplomático	Machado de Assis	1888.0	Male	1800	1977	225.0	4200.0
O Dote	Artur Azevedo	1888.0	Male	1800	2114	1596.0	16782.0
O Duplo	Coelho Neto	1904.0	Male	1900	7526	78.0	1634.0
O Elixir da Longa Vida	Honoré de Balzac	1830.0	Male	1800	2256	441.0	9198.0
O Elixir do Pajé	Bernardo Guimarães	1878.0	Male	1800	17325	38.0	1134.0
O Elogio da Mentira e outras histórias	Lycio de Faria	1901.0	Male	1900	17670	2815.0	46187.0
O Empréstimo	Machado de Assis	1884.0	Male	1800	1946	188.0	3433.0
O Enfermeiro	Machado de Assis	1860.0	Male	1800	16962	209.0	3769.0
O Ermitão de Muquém	Bernardo Guimarães	1876.0	Male	1800	16584	1522.0	51725.0
O Ermitão do Muquém	Bernardo Guimarães	1876.0	Male	1800	2084	1575.0	51766.0
O Escravocrata	Artur Azevedo	1888.0	Male	1800	2085	1314.0	12762.0
O Espelho	Machado de Assis	1882.0	Male	1800	1948	203.0	4002.0
O Espírito	Artur Azevedo	1884.0	Male	1800	7481	77.0	1288.0
O Esqueleto	Aluísio Azevedo	1889.0	Male	1800	7409	1429.0	24048.0
O Eu profundo e os outros Eus.	Fernando Pessoa	1974.0	Male	1900	24206	1406.0	9893.0
O Falso Dom Henrique V	Afonso Henriques de Lima Barreto	1906.0	Male	1900	16826	125.0	3459.0
O Filho de Gabriela	Afonso Henriques de Lima Barreto	1910.0	Male	1900	16827	251.0	4616.0
O Galo	Artur Azevedo	1886.0	Male	1800	7483	32.0	595.0
O Galã	Artur Azevedo	1879.0	Male	1800	7482	62.0	1430.0
O Garatuja	José de Alencar	1873.0	Male	1800	1841	1557.0	37054.0
O Garimpeiro	Bernardo Guimarães	1872.0	Male	1800	1776	4035.0	51632.0
O Gaúcho	José de Alencar	1870.0	Male	1800	1842	4688.0	82647.0
O Gramático	Artur Azevedo	1878.0	Male	1800	7484	76.0	1239.0
O Guarani	José de Alencar	1857.0	Male	1800	1843	5803.0	122738.0
O Guardador de Rebanhos	Fernando Pessoa	1921.0	Male	1900	15723	353.0	8414.0
O Homem	Aluísio Azevedo	1887.0	Male	1800	7408	1056.0	21978.0
O Homem	Artur Azevedo	1887.0	Male	1800	7422	2102.0	22583.0
O Homem dos Quarenta Escudos	François-Marie Arouet (Voltaire)	1759.0	Male	1700	2290	952.0	24774.0
O Homem que Sabia Javanês	Afonso Henriques de Lima Barreto	1911.0	Male	1900	16828	213.0	3753.0
O Homem que Sabia Javanês e Outros Contos	Afonso Henriques de Lima Barreto	1952.0	Male	1900	1861	2229.0	36917.0
O Ingênuo	François-Marie Arouet (Voltaire)	1767.0	Male	1700	2280	1380.0	27213.0
O Japão	Aluísio Azevedo	1905.0	Male	1900	7416	582.0	27370.0
O Jaó	Artur Azevedo	1879.0	Male	1800	7485	90.0	1357.0
O Judas em Sábado de Aleluia	Luís Carlos Martins Pena	1865.0	Male	1800	2152	968.0	10631.0
O Juiz de Paz da Roça	Luís Carlos Martins Pena	1875.0	Male	1800	2115	675.0	6974.0
O Lapso	Machado de Assis	1887.0	Male	1800	1904	160.0	3780.0
O Lencinho	Artur Azevedo	1875.0	Male	1800	7486	12.0	453.0
O Liberato	Artur Azevedo	1870.0	Male	1800	1760	619.0	6419.0
O Livro Derradeiro	João da Cruz e Sousa	1905.0	Male	1900	16616	1820.0	42557.0
O Livro da Lei	Aleister Crowley	1904.0	Male	1900	2488	722.0	7738.0
O Livro de Cesario Verde	José Joaquim Cesário Verde	1886.0	Male	1800	40113	963.0	20627.0
O Livro de uma Sogra	Aluísio Azevedo	1885.0	Male	1800	16536	2379.0	61335.0
O Lobisomem	Raymundo Magalhães	1865.0	Male	1800	17448	123.0	2316.0
O Mambembe	Artur Azevedo	1882.0	Male	1800	2099	3497.0	32566.0
O Mandarim	José Maria Eça de Queirós	1880.0	Male	1800	16621	827.0	23549.0
O Matuto	Franklin Távora	1876.0	Male	1800	1812	4492.0	88341.0
O Mercador de Veneza	William Shakespeare	1596.0	Male	1500	2354	1863.0	27947.0
O Meu Criado João	Artur Azevedo	1879.0	Male	1800	7487	48.0	781.0
O Missionário	Inglês de Sousa	1878.0	Female	1800	16663	4265.0	117310.0
O Mistério da Estrada de Sintra	José Maria Eça de Queirós	1870.0	Male	1800	14021	4209.0	78144.0
O Monstro e Outros Contos	Humberto de Campos	1921.0	Male	1900	16662	1641.0	37697.0
O Monstro e Outros contos	Humberto de Campos	1922.0	Male	1900	7539	1659.0	37956.0
O Movimento da Independência	Manuel de Oliveira Lima	1922.0	Male	1900	7566	4405.0	167453.0
O Moço Loiro	Joaquim Manuel de Macedo	1845.0	Male	1800	2107	8895.0	139467.0
O Mulato	Aluísio Azevedo	1881.0	Male	1800	2024	7259.0	113498.0
O Mundo como Está	François-Marie Arouet (Voltaire)	1743.0	Male	1700	2276	289.0	7762.0
O Namorador ou a Noite de São João	Luís Carlos Martins Pena	1862.0	Male	1800	1992	988.0	10162.0
O Navio Negreiro	Antônio Frederico de Castro Alves	1869.0	Male	1800	16591	129.0	1651.0
O Noviço	Luís Carlos Martins Pena	1845.0	Male	1800	2044	1684.0	17192.0
O Número da Sepultura	Afonso Henriques de Lima Barreto	1913.0	Male	1900	16829	198.0	3787.0
O Oráculo	Machado de Assis	1886.0	Male	1800	17472	165.0	2397.0
O Pai	Machado de Assis	1860.0	Male	1800	17474	799.0	11196.0
O Palhaço	Artur Azevedo	1882.0	Male	1800	7488	16.0	668.0
O Parnaso Obsequioso e Obras Poéticas	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700	16553	369.0	8351.0
O Parocho da aldeia	Alexandre Herculano	1843.0	Male	1800	81915	1579.0	41157.0
O Passado, passado	Machado de Assis	1900.0	Male	1900	17478	332.0	3893.0
O Paulo	Artur Azevedo	1883.0	Male	1800	7489	21.0	548.0
O País das Quimeras	Machado de Assis	1900.0	Male	1900	17476	298.0	5896.0
O Pecado	Afonso Henriques de Lima Barreto	1904.0	Male	1900	16830	36.0	656.0
O Penúltimo poema	Alberto Caeiro da Silva	1914.0	Male	1900	84615	10.0	123.0
O Poeta e a Inquisição	Visconde de Araguaia	1888.0	Male	1800	2154	1350.0	18064.0
O Primo Basílio	José Maria Eça de Queirós	1878.0	Male	1800	2745	10923.0	147269.0
O Primo da Califórnia	Joaquim Manuel de Macedo	1878.0	Male	1800	16670	1085.0	18319.0
O Protocolo	Machado de Assis	1882.0	Male	1800	17479	696.0	6580.0
O Príncipe Sapo	Adolfo Coelho	1888.0	Male	1800	81608	37.0	814.0
O Príncipe de Nassau	Paulo Setúbal	1908.0	Male	1900	17401	5560.0	64996.0
O Relógio de Ouro	Machado de Assis	1882.0	Male	1800	1900	196.0	3044.0
O Retrato	Artur Azevedo	1879.0	Male	1800	7490	22.0	445.0
O Rio de Janeiro - Verso e Reverso	José de Alencar	1862.0	Male	1800	16680	1136.0	12932.0
O Rio de Janeiro 1877	Artur Azevedo	1877.0	Male	1800	16573	2088.0	21529.0
O Rio de Janeiro em 1877	Artur Azevedo	1877.0	Male	1800	1770	2136.0	22679.0
O Romance do Prata	Paulo Setúbal	1924.0	Male	1900	7623	1536.0	31929.0
O Sacrifício	Franklin Távora	1889.0	Male	1800	16632	2987.0	53005.0
O Segredo de Augusta	Machado de Assis	1883.0	Male	1800	16964	665.0	9009.0
O Segredo do Bonzo	Machado de Assis	1894.0	Male	1800	1944	66.0	3411.0
O Seminarista	Bernardo Guimarães	1872.0	Male	1800	16585	1858.0	44135.0
O Sertanejo	José de Alencar	1875.0	Male	1800	1848	5553.0	106668.0
O Soldado	Alexandre Herculano	1843.0	Male	1800	7394	81.0	1588.0
O Sonho das Esmeraldas	Paulo Setúbal	1922.0	Male	1900	17404	1864.0	30284.0
O Sonho do Conselheiro	Artur Azevedo	1879.0	Male	1800	7492	27.0	732.0
O Subterrâneo do Morro do Castelo	Afonso Henriques de Lima Barreto	1915.0	Male	1900	1866	958.0	20794.0
O Sá	Artur Azevedo	1875.0	Male	1800	7491	33.0	1075.0
O Tejo é mais belo que o rio que corre pela minha aldeia	Alberto Caeiro da Silva	1914.0	Male	1900	84622	11.0	215.0
O Telefone	Artur Azevedo	1890.0	Male	1800	7493	91.0	1371.0
O Teles e o Tobias	Machado de Assis	1872.0	Male	1800	16965	521.0	9600.0
O Touro Branco	François-Marie Arouet (Voltaire)	1760.0	Male	1700	2282	660.0	14620.0
O Touro Negro	Aluísio Azevedo	1887.0	Male	1800	7415	29.0	910.0
O Tribofe	Artur Azevedo	1886.0	Male	1800	16574	2189.0	22154.0
O Turbilhão	Coelho Neto	1907.0	Male	1900	7525	2583.0	43069.0
O Uraguai	José Basílio da Gama	1769.0	Male	1700	2106	444.0	10795.0
O Vaqueano	Apolinário José Gomes Porto-Alegre	1849.0	Male	1800	16545	1768.0	27388.0
O Velho Senado	Machado de Assis	1882.0	Male	1800	1936	192.0	5016.0
O Velho da Horta	Gil Vicente	1520.0	Male	1500	16651	370.0	4446.0
O adeus de Teresa	Antônio Frederico de Castro Alves	1872.0	Male	1800	86844	14.0	214.0
O almada	Machado de Assis	1865.0	Male	1800	17490	724.0	20452.0
O anjo Rafael	Machado de Assis	1866.0	Male	1800	17451	880.0	14503.0
O anjo das donzelas	Machado de Assis	1864.0	Male	1800	17447	277.0	4835.0
O astrólogo	Machado de Assis	1896.0	Male	1800	17452	227.0	3836.0
O baile!	Casimiro de Abreu	1856.0	Male	1800	86458	20.0	315.0
O balanceio de Lauro Maia	Miguel Ângelo de Azevedo (Nirez)	1884.0	Male	1800	17832	738.0	25263.0
O bandolim da desgraça	Antônio Frederico de Castro Alves	1871.0	Male	1800	86644	64.0	331.0
O califa de platina	Machado de Assis	1882.0	Male	1800	17457	93.0	2435.0
O caminho da porta	Machado de Assis	1863.0	Male	1800	17459	805.0	8371.0
O caminho de Damasco	Machado de Assis	1860.0	Male	1800	17462	825.0	13302.0
O cancioneiro portuguez da Vaticana	Teófilo Braga	1910.0	Male	1900	17016	572.0	17842.0
O capitão Mendonça	Machado de Assis	1867.0	Male	1800	17463	557.0	8437.0
O carro 13	Machado de Assis	1898.0	Male	1800	17464	363.0	5465.0
O caso Barreto	Machado de Assis	1883.0	Male	1800	17469	279.0	4410.0
O caso Traps: Presságio Funesto	Rolando Júnior	2008.0	Male	2000	158990	1779.0	29179.0
O caso da Viúva	Machado de Assis	1879.0	Male	1800	17465	297.0	5254.0
O caso do Romualdo	Machado de Assis	1873.0	Male	1800	17885	366.0	7089.0
O ciúme	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	82120	26.0	765.0
O contrato	Machado de Assis	1874.0	Male	1800	17889	85.0	1482.0
O corpo feminino em debate	Maria Izilda Santos de Matos	2003.0	Female	2000	17934	2748.0	72958.0
O crepúsculo sertanejo	Antônio Frederico de Castro Alves	1862.0	Male	1800	86645	13.0	229.0
O defeito de família	França Júnior	1879.0	Male	1800	1806	553.0	7084.0
O destinado	Machado de Assis	1872.0	Male	1800	17894	86.0	1580.0
O dialeto caipira	Amadeu Amaral	1920.0	Male	1900	7381	7225.0	85905.0
O escrivão Coimbra	Machado de Assis	1883.0	Male	1800	17471	235.0	4426.0
O estilo gótico na literatura: estudo da obra drácula, o vampiro da noite de Bram Stoker	Ana Claudia Brida	2007.0	Female	2000	121961	667.0	19042.0
O fantasma e a canção	Antônio Frederico de Castro Alves	1862.0	Male	1800	86846	45.0	449.0
O gondoleiro do amor	Antônio Frederico de Castro Alves	1862.0	Male	1800	86847	10.0	235.0
O hóspede	Antônio Frederico de Castro Alves	1871.0	Male	1800	86848	35.0	535.0
O imortal	Machado de Assis	1882.0	Male	1800	17899	447.0	8920.0
O juiz	Rilvan Batista de Santana	2007.0	Male	2000	121412	2712.0	50566.0
O laço de fita	Antônio Frederico de Castro Alves	1870.0	Male	1800	86849	23.0	279.0
O livro D'ele	Florbela Espanca	1919.0	Female	1900	7532	254.0	3852.0
O livro de Jó	José Elói Otôni	1993.0	Male	1900	38086	1217.0	25683.0
O livro e a América	Antônio Frederico de Castro Alves	1861.0	Male	1800	86850	33.0	568.0
O machete	Machado de Assis	1861.0	Male	1800	17902	283.0	4417.0
O marido da adultera	Lúcio de Mendonça	1884.0	Male	1800	171390	2273.0	50266.0
O melhor remédio	Machado de Assis	1882.0	Male	1800	17888	154.0	1406.0
O nadador	Antônio Frederico de Castro Alves	1871.0	Male	1800	86646	24.0	241.0
O pastor amoroso	Fernando Pessoa	1914.0	Male	1900	19803	67.0	1203.0
O programa	Machado de Assis	1885.0	Male	1800	17897	470.0	8720.0
O quarto dos dragões	Breno Pannia Espósito	2008.0	Male	2000	86871	16012.0	212758.0
O que são as moças	Machado de Assis	1862.0	Male	1800	17480	193.0	2671.0
O que são estrelas	Auta de Sousa	1885.0	Female	1800	81946	15.0	249.0
O que é o Casamento?	José de Alencar	1856.0	Male	1800	16678	2594.0	26267.0
O quê?	Casimiro de Abreu	1857.0	Male	1800	86472	19.0	207.0
O quê? Valho mais que uma flor	Alberto Caeiro da Silva	1914.0	Male	1900	84619	16.0	242.0
O sainete	Machado de Assis	1885.0	Male	1800	17904	209.0	3348.0
O segredo	Antônio Frederico de Castro Alves	1879.0	Male	1800	86647	90.0	668.0
O seminarista	Bernardo Guimarães	1864.0	Male	1800	7519	1893.0	44676.0
O sertanejo revisitado pela ficção de Euclides da Cunha	José Jonas Camelo de França	2008.0	Male	2000	147691	1368.0	39441.0
O soldado Jacob	José Joaquim Medeiros de Albuquerque	1883.0	Male	1800	7562	76.0	1763.0
O sonhador	Salomão Rovedo	1935.0	Male	1900	70023	1296.0	27632.0
O tipo brasileiro	França Júnior	1870.0	Male	1800	1810	612.0	7018.0
O tonel das dânaides	Antônio Frederico de Castro Alves	1879.0	Male	1800	86851	19.0	216.0
O toque das almas	Wilder Machado da Cruz	2008.0	Male	2000	180895	2508.0	65849.0
O triste fim de Policarpo Quaresma	Afonso Henriques de Lima Barreto	1911.0	Male	1900	2028	4126.0	79042.0
O vôo do gênio	Antônio Frederico de Castro Alves	1871.0	Male	1800	86852	39.0	607.0
O Último Palpite	Artur Azevedo	1881.0	Male	1800	7494	20.0	364.0
O Último dia de um poeta	Machado de Assis	1860.0	Male	1800	17483	811.0	9981.0
O Único Assassinato de Cazuza	Afonso Henriques de Lima Barreto	1911.0	Male	1900	16832	108.0	2073.0
Ocidentais	Machado de Assis	1901.0	Male	1900	2097	451.0	10375.0
Octogenário	Artur Azevedo	1884.0	Male	1800	7495	31.0	603.0
Ode ao dous de julho	Antônio Frederico de Castro Alves	1874.0	Male	1800	86853	19.0	343.0
Olá, guardador de rebanhos	Alberto Caeiro da Silva	1914.0	Male	1900	84595	13.0	121.0
Onda	Machado de Assis	1860.0	Male	1800	17485	400.0	6576.0
Ondas e Outros Poemas Esparsos	Euclides da Cunha	1905.0	Male	1900	1798	320.0	8546.0
Onde estás	Antônio Frederico de Castro Alves	1862.0	Male	1800	86854	20.0	214.0
Ontem à tarde um homem das cidades	Alberto Caeiro da Silva	1914.0	Male	1900	84606	15.0	304.0
Onze anos depois	Machado de Assis	1899.0	Male	1800	17486	413.0	6263.0
Orai por ele	Machado de Assis	1860.0	Male	1800	17487	67.0	1020.0
Os Brilhantes do Brasileiro	Camilo Castelo Branco	1862.0	Male	1800	1779	3435.0	55645.0
Os Bruzundangas	Afonso Henriques de Lima Barreto	1923.0	Male	1900	1970	1976.0	48583.0
Os Ciúmes de um Pedestre ou o Terrível Capitão do Mato	Luís Carlos Martins Pena	1860.0	Male	1800	2155	958.0	11385.0
Os Compadres	Artur Azevedo	1892.0	Male	1800	7496	40.0	509.0
Os Dez por Cento	Artur Azevedo	1893.0	Male	1800	7497	108.0	1943.0
Os Dois Amores	Joaquim Manuel de Macedo	1879.0	Male	1800	2158	7323.0	122075.0
Os Dois Andares	Artur Azevedo	1897.0	Male	1800	7498	46.0	1197.0
Os Dois ou o Inglês Maquinista	Luís Carlos Martins Pena	1858.0	Male	1800	2164	1097.0	11015.0
Os Escravos	Antônio Frederico de Castro Alves	1866.0	Male	1800	16727	1184.0	17687.0
Os Estrangeiros	Francisco de Sá de Miranda	1527.0	Male	1500	4980	1805.0	16308.0
Os Filhos do Padre Anselmo	António da Costa Couto Sá de Albergaria	1854.0	Male	1800	86804	6405.0	146258.0
Os Irmãos Leme	Paulo Setúbal	1913.0	Male	1900	7620	3014.0	35235.0
Os Irmãos das Almas	Luís Carlos Martins Pena	1863.0	Male	1800	2161	897.0	8790.0
Os Lobisomens	Manuel José Araújo Porto-Alegre	1851.0	Male	1800	2162	2003.0	26744.0
Os Lusíadas	Luís Vaz de Camões	1572.0	Male	1500	16841	1819.0	65428.0
Os Maias	José Maria Eça de Queirós	1888.0	Male	1800	2683	13558.0	259906.0
Os Noivos	Artur Azevedo	1895.0	Male	1800	16575	1447.0	17433.0
Os Ouvidos do Conde de Chesterfield e o Capelão Goudman	François-Marie Arouet (Voltaire)	1760.0	Male	1700	2243	393.0	9371.0
Os Pobres	Raul Brandão	1906.0	Male	1900	4981	3893.0	54011.0
Os Sertões	Euclides da Cunha	1902.0	Male	1900	16626	7423.0	183362.0
Os Sonhos d'Ouro	José de Alencar	1902.0	Male	1900	1849	4856.0	85307.0
Os Timbiras	Antônio Gonçalves Dias	1857.0	Male	1800	1825	612.0	15633.0
Os canários	Auta de Sousa	1885.0	Female	1800	81888	17.0	265.0
Os deuses de casaca	Machado de Assis	1866.0	Male	1800	17498	727.0	7405.0
Os fidalgos da casa mourisca	Júlio Dinis	1871.0	Male	1800	28809	9839.0	167000.0
Os retirantes	José do Patrocínio	1878.0	Male	1800	7551	6185.0	126024.0
Os romances da semana	Joaquim Manuel de Macedo	1870.0	Male	1800	43487	3177.0	63710.0
Os três tempos do Édipo em Lacan e a terceira margem do rio em Rosa	Eduardo Benzatti do Carmo	2008.0	Male	2000	139932	195.0	4787.0
Os Óculos de Pedro Antão	Machado de Assis	1869.0	Male	1800	17497	507.0	6879.0
Outras Poesias	Augusto dos Anjos	1909.0	Male	1900	1773	316.0	7183.0
PAULO	Bruno Seabra	1871.0	Male	1800	7520	560.0	12980.0
Paga ou Morre!	Artur Azevedo	1891.0	Male	1800	7499	19.0	574.0
Pai Contra Mãe	Machado de Assis	1906.0	Male	1900	1951	279.0	4752.0
Palavras Tristes	Auta de Sousa	1885.0	Female	1800	81955	12.0	253.0
Palavras a alguém	Casimiro de Abreu	1856.0	Male	1800	86474	13.0	216.0
Pan-americano	Artur Azevedo	1898.0	Male	1800	7500	39.0	466.0
Panóplias	Olavo Bilac	1888.0	Male	1800	17312	251.0	4842.0
Papéis Avulsos	Machado de Assis	1882.0	Male	1800	1938	3084.0	65202.0
Papéis Velhos	Machado de Assis	1882.0	Male	1800	1934	157.0	3129.0
Para além da curva da estrada	Alberto Caeiro da Silva	1914.0	Male	1900	84626	11.0	175.0
Para não dizer, que não falei em flores	Marco Ramos	2008.0	Male	2000	117137	259.0	13861.0
Paranóia delirante	Roberto Wagner Magalhães	2008.0	Male	2000	146103	421.0	15904.0
Parecer de Concurso Literário	Emílio de Meneses	1884.0	Male	1800	17341	56.0	1645.0
Pareceres de Machado de Assis	Machado de Assis	1883.0	Male	1800	2165	244.0	5802.0
Passei toda a noite	Alberto Caeiro da Silva	1914.0	Male	1900	84630	11.0	156.0
Patkull	Antônio Gonçalves Dias	1857.0	Male	1800	2166	1407.0	22641.0
Paulino e Roberto	Artur Azevedo	1886.0	Male	1800	7501	68.0	1317.0
Pedro Gobá	José Ezequiel Freire	1870.0	Male	1800	16628	97.0	2835.0
Pegadas urbanas: Novo Hamburgo como palco do flâneur	Jeferson Francisco Selbach	2008.0	Male	2000	26680	3852.0	94720.0
Pennas de Garça	Auta de Sousa	1885.0	Female	1800	81956	42.0	605.0
Pepita	Casimiro de Abreu	1856.0	Male	1800	86476	19.0	363.0
Pequetita	Artur Azevedo	1886.0	Male	1800	7438	48.0	580.0
Perdão!	Casimiro de Abreu	1856.0	Male	1800	86477	29.0	420.0
Perfumes e amor	Casimiro de Abreu	1856.0	Male	1800	86478	10.0	198.0
